case,date,year,type,country,area,activity,sex,age,injury,dead,especie,resolucion,genre
2017.01.22,22-Jan-2017,2017.0,Unprovoked,USA,Florida,,M,Teen,Puncture wounds to lower arm or hand,N,,bite,m
2017.01.21,21-Jan-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,Scuba Diving,M,55,"Multiple injuries to arm, wrist and torso",N,"Bull shark, 4 m",bite,m
2017.01.13.b,13-Jan-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,57,Injury to hand,N,,bite,m
2017.01.13.a,13-Jan-2017,2017.0,Unprovoked,USA,Florida,,M,,Minor injury to hand,N,,bite,m
2017.01.09,09-Jan-2017,2017.0,Unprovoked,INDONESIA,Bali,Surfing,M,48,Injury to right wrist & forearm,N,"Bull shark, 1 m",bite,m
2017.01.08.R,Reported 08-Jan-2017,,Invalid,AUSTRALIA,Queensland,Spearfishing,M,35,"No attack, shark made a threat display",,Bull shark,bite,m
2017.01.05,05-Jan-2017,2017.0,Unprovoked,USA,Florida,Wading,M,47,Minor injuries to foot,N,,bite,m
2017.01.03,03-Jan-2017,2017.0,Invalid,AUSTRALIA,New South Wales,Wading,M,20,Minor injuries to foot & toes,,Shark involvement not confirmed,bite,m
2016.12.27,27-Dec-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,16,Lacerations to right forearm,N,,bite,m
2016.12.24,24-Dec-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,F,,Buttock bitten,N,a small shark,bite,f
2016.12.19,19-Dec-2016,2016.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surf skiing ,M,55,"No injury, but ski severely damaged",N,"White shark, 4 m",no injury,m
2016.12.14,14-Dec-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,Free diving,M,61,Punctures to left foot/ankle,N,,bite,m
2016.12.11.b,11-Dec-2016,2016.0,Unprovoked,FRENCH POLYNESIA,Tuamotos,Fishing,M,40s,Hand injured?,N,,bite,m
2016.12.11.a,11-Dec-2016,2016.0,Invalid,USA,Florida,Surfing,M,19,Cuts to right ankle & foot,,Shark involvement not confirmed,bite,m
2016.12.06,06-Dec-2016,2016.0,Provoked,AUSTRALIA,New South Wales,Surf fishing,M,20,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,N,"Wobbegong shark, 2m",bite,m
2016.12.01,01-Dec-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,65,Injuries to foot & arm,N,White shark,bite,m
2016.11.28,28-Nov-2016,2016.0,Provoked,AUSTRALIA,Victoria,Fishing,M,73,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,N,"Broadnose sevengill shark, 1.5 m",bite,m
2016.11.14,14-Nov-2016,2016.0,Unprovoked,USA,Hawaii,Floating,F,58,Injuries to right calf and thigh,N,Tiger shark,bite,f
2016.10.30,30-Oct-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,41,Lacerations to right foot and ankle,N,,bite,m
2016.10.29,29-Oct-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,42,Lacerations to right hand,N,,bite,m
2016.10.24,24-Oct-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,36,Lacerations to left thigh,N,,bite,m
2016.10.21,21-Oct-2016,2016.0,Unprovoked,USA,Hawaii,Surfing,M,36,Left arm and leg injured,N, 6' to 8' shark,bite,m
2016.10.15,15-Oct-2016,2016.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,,Torso nipped,N,,bite,m
2016.10.14,14-Oct-2016,2016.0,Unprovoked,USA,Hawaii,Snorkeling,F,66,Injuries to left calf,N,,bite,f
2016.10.13.R,13-Oct-2016,2016.0,Invalid,MEXICO,,Cage Diving,M,,"Shark breached cage, no injury to diver",,White shark,no injury,m
2016.10.12,12-Oct-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,25,Minor wound to lower right leg & surfboard bitten,N,,bite,m
2016.10.10,10-Oct-2016,2016.0,Unprovoked,USA,Oregon,Surfing,M,29,Wounds to upper thigh and lower leg,N,,bite,m
2016.10.02,02-Oct-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,21,Cuts to dorsal surface of left foot,N,,bite,m
2016.10.01,01-Oct-2016,2016.0,Unprovoked,USA,Florida,Surfng,M,32,Minor injuries,N,,bite,m
2016.09.26,26-Sep-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,17,4 deep lacerations to thigh,N,"White shark, 3.5 m",bite,m
2016.09.18.c,18-Sep-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,16,Minor injury to thigh,N,,bite,m
2016.09.18.b,18-Sep-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,36,Lacerations to hands,N,,bite,m
2016.09.18.a,18-Sep-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,43,Lacerations to lower leg,N,,bite,m
2016.09.17.b,17-Sep-2016,2016.0,Unprovoked,USA,California,Surfing,M,43,"No injury, board bitten",N,,no injury,m
2016.09.17.a,17-Sep-2016,2016.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,,Struck by fin on chest & leg,N,,bite,m
2016.09.15,16-Sep-2016,2016.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,,No injury: Knocked off board by shark,N,2 m shark,no injury,m
2016.09.15.R,15-Sep-2016,2016.0,Boating,AUSTRALIA,Western Australia,Fishing,,,Shark rammed boat. No injury to occupant,N,,no injury,
2016.09.11,11-Sep-2016,2016.0,Unprovoked,USA,Florida,Wading,M,60s,Minor injury to arm,N,3' to 4' shark,bite,m
2016.09.07,07-Sep-2016,2016.0,Unprovoked,USA,Hawaii,Swimming,F,51,Severe lacerations to shoulder & forearm,N,"Tiger shark, 10'",bite,f
2016.09.06,06-Sep-2016,2016.0,Unprovoked,NEW CALEDONIA,North Province,Kite surfing,M,50,FATAL,Y,,death,m
2016.09.05.b,05-Sep-2016,2016.0,Unprovoked,USA,South Carolina,Boogie boarding,F,12,Lacerations & punctures to lower right leg,N,,bite,f
2016.09.05.a,05-Sep-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,,"No inury, board broken in half by shark",N,,bite,m
2016.09.04,04-Sep-2016,2016.0,Unprovoked,USA,Florida,Body boarding,M,9,Foot bitten,N,,bite,m
2016.09.01,01-Sep-2016,2016.0,Unprovoked,USA,California,Spearfishing,M,22,Two toes broken & lacerated,N,"White shark, 8' to 10'",bite,m
2016.09.00,Sep-2016,2016.0,Invalid,MEXICO,,Cage Diving,,,"No injury to divers, white shark breached cage",,Invalid,no injury,
2016.08.29.b,29-Aug-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,25,Lacerations to right foot,N,"Bull shark, 6'",bite,m
2016.08.29.a,29-Aug-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,37,Minor injury to ankle,N,,bite,m
2016.08.27,27-Aug-2016,2016.0,Unprovoked,REUNION,,Surfing,M,20,"Right arm severed, ankle severely bitten ",N,"Bull shark, 3.5 m",bite,m
2016.08.25,25-Aug-2016,2016.0,Unprovoked,USA,Florida,Wading,M,49,Minor injury to ankle,N,,bite,m
2016.08.07,07-Aug-2016,2016.0,Unprovoked,BAHAMAS,New Providence Island,Snorkeling,M,15,Lacerations to left leg,N,,bite,m
2016.08.06,06-Aug-2016,2016.0,Unprovoked,USA,Hawaii,SUP Foil boarding,M,21,"No inury, shark & board collided",N,"Tiger shark, 10' ",bite,m
2016.08.04,04-Aug-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,22,Big toe bitten,N,Blacktip shark,bite,m
2016.07.29,29-Jul-2016,2016.0,Unprovoked,SPAIN,Alicante Province,Swimming,M,40,Lacerations to right hand,N,Blue shark,bite,m
2016.07.28.R,28-Jul-2016,2016.0,Unprovoked,CHINA,Hong Kong,Swimming,M,72,Lacerations to leg,N,,bite,m
2016.07.28,28-Jul-2016,2016.0,Boating,AUSTRALIA,Western Australia,Kayaking,M,,"No injury, shark nudged kayak repeatedly",N,White shark,no injury,m
2016.07.27,27-Jul-2016,2016.0,Provoked,USA,Florida,Lobstering,M,43,Laceration to left forearm PROVOKED INCIDENT,N,"Nurse shark, 4'",bite,m
2016.07.26,26-Jul-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,18,"No injury. Leg rope severed, knocked off board by shark",N,,no injury,m
2016.07.24,24-Jul-2016,2016.0,Unprovoked,JAPAN,Kochi Prefecture,Surfing,M,29,Lacerations to left leg,N,,bite,m
2016.07.23.b,23-Jul-2016,2016.0,Unprovoked,AUSTRALIA,Tasmania,Surfing,M,36,Calf bumped but no injury,N,,no injury,m
2016.07.23.a,23-Jul-2016,2016.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,,Lacerations to face and right leg,N,"Bull shark, 6'",bite,m
2016.07.20,20-Jul-2016,2016.0,Provoked,AUSTRALIA,Queensland,Fishing,M,31,Laceration to left calf from hooked shark PROVOKED INCIDENT,N,"reef shark, 1m",bite,m
2016.07.17,17-Jul-2016,2016.0,Boating,USA,Alabama,Fishing in Alabama Deep Fishing Rodeo,,,"No injury, shark bit trolling motor",N,"Tiger shark, 10' ",no injury,
2016.07.16.b,16-Jul-2016,2016.0,Unprovoked,USA,Florida,Surfing,F,9,Minor injury to leg,N,,bite,f
2016.07.16.a,16-Jul-2016,2016.0,Unprovoked,USA,Florida,,F,11,Minor injury to toes,N,,bite,f
2016.07.15.b,15-Jul-2016,2016.0,Unprovoked,USA,California,Kite surfing,M,61,"No injury, board damaged",N,"White shark, 10' to 12'",no injury,m
2016.07.15.a,15-Jul-2016,2016.0,Unprovoked,USA,South Carolina,Swimming,M,,Puncture wounds to foot,N,,bite,m
2016.07.14.R,Reported  14-Jul-2016,2016.0,Unprovoked,BAHAMAS,,Scuba Diving,M,,Face bruised when partly blind shark collided with him,N,"Lemon shark, 9'",bite,m
2016.07.08.R,Reported 08-Jul-2016,2016.0,Unprovoked,SPAIN,Canary Islands,Wading,F,10,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",N,Angel shark,bite,f
2016.07.08,08-Jul-2016,2016.0,Boating,USA,California,Fishing for squid,M,,"No injury. Hull bitten, tooth fragment recovered",N,White shark,no injury,m
2016.07.07.b,07-Jul-2016,2016.0,Provoked,USA,Massachusetts,Fishing,M,59,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,N,dogfish shark,bite,m
2016.07.07.a,07-Jul-2016,2016.0,Boating,USA,California,Fishing for sharks,M,,"No injury. Hull bitten, tooth fragment recovered",N,White shark,no injury,m
2016.07.06,06-Jul-2016,2016.0,Unprovoked,USA,Florida,Swimming,F,42,"Buttocks, thigh, left hand & wrist injured",N,,bite,f
2016.07.04,04-Jul-2016,2016.0,Provoked,AUSTRALIA,Queensland,Fishing,M,34,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,N,Tawny nurse shark,bite,m
2016.06.27,27-Jun-2016,2016.0,Unprovoked,USA,South Carolina,,M,35,Minor injury,N,3' to 4' shark,bite,m
2016.06.25,25-Jun-2016,2016.0,Unprovoked,USA,North Carolina,Surfing,M,11,Foot injured,N,,bite,m
2016.06.24,24-Jun-2016,2016.0,Unprovoked,COLUMBIA,Isla Provedencia,Scuba Diving,M,59,Severe bite to right hand,N,"Caribbean reef shark, 4.5'",bite,m
2016.06.23,23-Jun-2016,2016.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,43,Injuries to left leg & right hand,N,White shark,bite,m
2016.06.21.b,21-Jun-2016,2016.0,Unprovoked,USA,South Carolina,Floating,M,42,Lacerations and punctures to foot,N,3' to 5' shark,bite,m
2016.06.21.a,21-Jun-2016,2016.0,Unprovoked,USA,Florida,Wading,M,,Injuries to right calf,N,,bite,m
2016.06.15.b,15-Jun-2016,2016.0,Unprovoked,USA,Hawaii,Surfing,M,,Single puncture wound to arm,N,3' to 4' shark,bite,m
2016.06.15.a,15-Jun-2016,2016.0,Provoked,AUSTRALIA,Western Australia,Spearfishing,M,19,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,N,5' shark,no injury,m
2016.06.14,14-Jun-2016,2016.0,Unprovoked,USA,Texas,Floating in tube,F,6,Injury to lower leg,N,3' to 4' shark,bite,f
2016.06.11,11-Jun-2016,2016.0,Unprovoked,USA,North Carolina,Standing,M,19,Laceration to wrist,N,3' shark,bite,m
2016.06.07,07-Jun-2016,2016.0,Invalid,USA,South Carolina,Surfing,M,27,"No injury, board damaged",,Said to involve an 8' shark but more likely damage caused by debris,no injury,m
2016.06.05.b,05-Jun-2016,2016.0,Unprovoked,USA,Florida,Swimming,M,64,Leg bitten,N,,bite,m
2016.06.05.a,05-Jun-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,Diving,F,60,FATAL,Y,3+ m shark,death,f
2016.06.04,04-Jun-2016,2016.0,Unprovoked,EGYPT,Suez,Swimming,M,23,"Leg severely bitten, surgically amputated",N,Mako shark,bite,m
2016.06.02.b,02-Jun-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,M,,"No injury, but sharks repeatedly hit their fins and guns",,Bronze whaler sharks x 3,no injury,m
2016.06.02.a,02-Jun-2016,2016.0,Unprovoked,NEW CALEDONIA,,Kite surfing,M,,Laceration to heel,N,3 m shark,bite,m
2016.05.31,31-May-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,29,FATAL,Y,White shark,death,m
2016.05.29.b,29-May-2016,2016.0,Unprovoked,USA,California,Swimming,F,52,Injuries to arm and shoulder,N,,bite,f
2016.05.29.a,29-May-2016,2016.0,Unprovoked,USA,Florida,Swimming,M,13,Injury to posterior right leg,N,5' shark,bite,m
2016.05.22,22-May-2016,2016.0,Unprovoked,USA,Florida,Swimming,F,57,Puncture wounds to thigh,N,,bite,f
2016.05.21.b,21-May-2016,2016.0,Unprovoked,USA,Florida,Swimming,F,22,Lacerations and puncture wounds to foot and ankle,N,"Bull shark, 4' to 5'",bite,f
2016.05.21.a,21-May-2016,2016.0,Unprovoked,USA,Florida,Swimming,F,11,"Back, arm & hand injured",N,,bite,f
2016.05.18,18-May-2016,2016.0,Unprovoked,USA,Florida,Swimming,M,48,Ankle bitten,N,"Blacktip shark, 4'",bite,m
2016.05.15,15-May-2016,2016.0,Provoked,USA,Florida,Teasing a shark,F,23,Arm grabbed PROVOKED INCIDENT,N,"Nurse shark, 2'",bite,f
2016.05.03,03-May-2016,2016.0,Unprovoked,USA,Hawaii,Floating,M,59,Minor lacerations to right shoulder,N,,bite,m
2016.05.02,02-May-2016,2016.0,Provoked,NEW ZEALAND,North Island,Fishing,M,39,Foot bitten by landed shark PROVOKED INCIDENT,N,"Mako shark, 1.5 m [5'] ",bite,m
2016.04.25,25-Apr-2016,2016.0,Unprovoked,INDONESIA,Bali,Surfing,M,24,Elbow bitten,N,"Bull shark, 6'",bite,m
2016.04.23,23-Apr-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,15,Minor injury to left foot,N,,bite,m
2016.04.22,22-Apr-2016,2016.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surf-skiing,M,,"No injury, surf-ski bitten",N,White shark,no injury,m
2016.04.19,19-Apr-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,12,Minor puncture wound to foot,N,Wobbegong shark,bite,m
2016.04.18.b,18-Apr-2016,2016.0,Provoked,FRENCH POLYNESIA,Tuamotos,Spearfishing,M,22,Laceration to knee by speared shark PROVOKED INCIDENT,M,"Grey reef shark, 2 m",bite,m
2016.04.18.a,18-Apr-2016,2016.0,Provoked,FRENCH POLYNESIA,Tuamotos,Spearfishing,M,26,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",N,"Grey reef shark, 2 m",bite,m
2016.04.13,13-Apr-2016,2016.0,Unprovoked,USA,Florida,Spearfishing,M,26,Multiple bites to right arm,N,"Bull shark, 7'",bite,m
2016.04.09,09-Apr-2016,2016.0,Unprovoked,NEW CALEDONIA,Grand Terre,Walking,F,69,FATAL,Y,"Tiger shark, 2.5 m",death,f
2016.04.08,08-Apr-2016,2016.0,Invalid,CAPE VERDE,Boa Vista Island,,M,60,"""Serious""",,Shark involvement not confirmed,bite,m
2016.04.07.b,07-Apr-2016,2016.0,Unprovoked,USA,Florida,Fishing,M,34,Left hand bitten,N,5' to 6' shark,bite,m
2016.04.07.a,07-Apr-2016,2016.0,Invalid,USA,Florida,SUP,M,,Fell off board when spinner shark leapt from the water next to him. No injury to surfer,,,no injury,m
2016.03.31,31-Mar-2016,2016.0,Unprovoked,USA,Hawaii,Snorkeling,F,46,Minor injury to left foot,N,,bite,f
2016.03.30,30-Mar-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,22,Severe injury to thigh,N,,bite,m
2016.03.28.b,28-Mar-2016,2016.0,Unprovoked,USA,Florida,,M,Teen,Minor injury to arm. Possibly caused by smalll nurse shark,,Shark involvement not confirmed,bite,m
2016.03.28.a,28-Mar-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,41,"No injury, board dented",N,,no injury,m
2016.03.26,26-Mar-2016,2016.0,Provoked,BAHAMAS,,,M,9,Minor injury to chest PROVOKED INCIDENT,N,"Nurse shark, 2.5-ft",bite,m
2016.03.13,13-Mar-2016,2016.0,Invalid,USA,California,Surfing,,,Board reportedly bumped by shark. No injury,,Shark involvement not confirmed,no injury,
2016.03.11,11-Mar-2016,2016.0,Unprovoked,USA,Florida,Body surfing,M,19,Lacerations to right foot and ankle,N,,bite,m
2016.03.10,10-Mar-2016,2016.0,Unprovoked,Fiji,Vanua Levu,Diving for beche-de-mer,M,45,FATAL,Y,,death,m
2016.03.04,04-Mar-2016,2016.0,Unprovoked,USA,Florida,,M,12,Superficial injury to foot,N,,bite,m
2016.03.03.R,Reported 03-Mar-2016,2016.0,Unprovoked,AUSTRALIA,South Australia,Fishing,M,,Puncture wounds to right calf,N,Bronze whaler,bite,m
2016.03.02,02-Mar-2016,2016.0,Unprovoked,BRAZIL,Santa Catarina State,Swimming,M,41,Minor injury to head,N,Sandtiger shark,bite,m
2016.02.22,22-Feb-2016,2016.0,Unprovoked,NEW CALEDONIA,South Province,Kite surfing,M,21,Puncture wounds to right thigh,N,,bite,m
2016.02.19, 19-Feb-2016,2016.0,Unprovoked,NEW CALEDONIA,South Province,Spearfishing,M,31,Forearm bitten,N,,bite,m
2016.02.12,12-Feb-2016,2016.0,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,Wading,F,,Avulsion injury to lower leg,N,,bite,f
2016.02.10.R,Reported 10-Feb-2016,2016.0,Invalid,CAYMAN ISLANDS,Grand Cayman,Feeding stingrays?,M,65,Minor injury to wrist from Southern stingray,,No shark involvement,bite,m
2016.02.10,10-Feb-2016,2016.0,Invalid,AUSTRALIA,Tasmania,Surfing,M,,"No injury, knocked off board",,No shark involvement,no injury,m
2016.02.05,05-Feb-2016,2016.0,Unprovoked,AUSTRALIA,Queensland,Walking,F,45,Foot nipped,N,,bite,f
2016.02.04,04-Feb-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Windsurfing,M,40,"No injury, shark bit board",N,,no injury,m
2016.02.02,02-Feb-2016,2016.0,Unprovoked,BRAZIL,Balneário Camboriú,Swimming,M,41,Lacerations to scalp,N,Sandtiger shark,bite,m
2016.01.29,29-Jan-2016,2016.0,Boating,SOUTH AFRICA,KwaZulu-Natal,Kayak fishing,M,,"No injury, shark capsized kayak",N,,no injury,m
2016.01.28,28-Jan-2016,2016.0,Unprovoked,USA,Hawaii,Surfing,M,,Lacerations to both hands,N,"Reef shark, 5'",bite,m
2016.01.25,25-Jan-2016,2016.0,Unprovoked,USA,Hawaii,Surfing,F,15,No injury,N,,no injury,f
2016.01.24.b,24-Jan-2016,2016.0,Unprovoked,USA,Texas,Spearfishing,M,,"Bruised ribs & tail bone, speargun broken and wetsuit cut",N,Bull sharks x 2,bite,m
2016.01.24.a,24-Jan-2016,2016.0,Boating,UNITED ARAB EMIRATES,Fujairah Emirate,Fishing,M,,"No injury to occupants, shark leapt into boat",N,Mako shark,no injury,m
2016.01.23,23-Jan-2016,2016.0,Unprovoked,USA,Hawaii,Paddle boarding,M,48,No injury,N,"Tiger shark, 14'",no injury,m
2016.01.11.R,Reported 11-Jan-2016,2016.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,,Laceration to right foot,N,Wobbegong shark,bite,m
2016.01.05,05-Jan-2016,2016.0,Unprovoked,AUSTRALIA,Queensland,Wading,M,11,Laceration to right calf,N,Blacktip shark,bite,m
2016.01.02,02-Jan-2016,2016.0,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,31,Lacerations to arms & leg,N,3 m shark,bite,m
2015.12.26,26-Dec-2015,2015.0,Boating,SOUTH AFRICA,KwaZulu-Natal,Kayak Fishing,M,,"No injury, kayak damaged",N,"White shark, 3 m",no injury,m
2015.12.25,25-Dec-2015,2015.0,Unprovoked,SPAIN,Grand Canary Island,Swimming,F,38,Lacerations to left forearm,N,"Silky shark, 6.5'",bite,f
2015.12.22,22-Dec-2015,2015.0,Unprovoked,USA,Hawaii,Paddle boarding,M,71,"No injury, shark bit board",N,9' shark,no injury,m
2015.12.21.b,21-Dec-2015,2015.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,43,"No injury, shark leapt on surfboard",N,"Bronze whaler shark, 6'",no injury,m
2015.12.21.a,21-Dec-2015,2015.0,Unprovoked,BRAZIL,Pernambuco,Scuba diving,M,32,Right hand & part of forearm removed,N,"Tiger shark, 1.5 m ",bite,m
2015.12.19,19-Dec-2015,2015.0,Unprovoked,ARUBA,,Sea disaster,M,58,FATAL,Y,,death,m
2015.12.13,13-Dec-2015,2015.0,Boating,AUSTRALIA,New South Wales,Fishing,,,"No injury, shark rammed boat & bit motor",N,"White shark, 3.5 m",no injury,
2015.12.11,11-Dec-2015,2015.0,Unprovoked,BAHAMAS,,Lobster fishing,M,26,"Bitten on thigh, abdomen & hand",N,Bull shark,bite,m
2015.12.08,08-Dec-2015,2015.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming / Wading,F,22,Lacerations to both hands and forearms,N,,bite,f
2015.11.20,20-Nov-2015,2015.0,Unprovoked,ECUADOR,Galapagos Islands,Snorkeling,M,55,Lacerations to left calf,N,Galapagos shark,bite,m
2015.11.16,16-Nov-2015,2015.0,Unprovoked,USA,Florida,Surfing,M,,Right heel injured,N,,bite,m
2015.11.15.b,15-Nov-2015,2015.0,Unprovoked,USA,Florida,Swimming,F,,Leg injured,N,,bite,f
2015.11.15.a,15-Nov-2015,2015.0,Unprovoked,USA,Florida,Surfing,M,28,Lacerations to hand,N,"Spinner shark, 7'",bite,m
2015.11.10,10-Nov-2015,2015.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,20,Injury to left thigh,N,"Bull shark, 2.8 to 3.1 m",bite,m
2015.12.23,07-Nov-2015,2015.0,Invalid,USA,Florida,Surfing,F,9,Lower left leg injured,,Shark involvement not confirmed,bite,f
2015.11.03,03-Nov-2015,2015.0,Unprovoked,USA,Hawaii,Swimming,M,54,Laceration to right ankle,N,,bite,m
2015.11.01.b,01-Nov-2015,2015.0,Unprovoked,USA,Florida,Wading,F,28,Injury to right ankle/calf & hand,N,3' to 5' shark,bite,f
2015.11.01.a,01-Nov-2015,2015.0,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing,M,19,"Arms severely injured, surgically amputated",N,,bite,m
2015.10.30,30-Oct-2015,2015.0,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,50,Minor injury,N,,bite,m
2015.10.28.a,28-Oct-2015,2015.0,Unprovoked,USA,Hawaii,Body boarding,M,10,"Lacerations & puncture wounds to right thigh, calf & ankle",N,,bite,m
2015.10.25,25-Oct-2015,2015.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,42,"Lacerations to right calf, knee & hip",N,"White shark, 3 to 3.5m ",bite,m
2015.10.21,21-Oct-2015,2015.0,Unprovoked,USA,Florida,Surfing,M,21,Lacerations to left hand,N,5' shark,bite,m
2015.10.19,19-Oct-2015,2015.0,Unprovoked,USA,Florida,Surfing,M,21,Left foot bitten,N,"Spinner shark, 5'",bite,m
2015.10.17.c,17-Oct-2015,2015.0,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing for shrimp,F,35,FATAL,Y,,death,f
2015.10.17.b,17-Oct-2015,2015.0,Invalid,USA,Hawaii,Surfing,M,32,Left foot bitten by eel,,No shark involvement,bite,m
2015.10.17.a,17-Oct-2015,2015.0,Unprovoked,USA,Hawaii,Swimming,M,44,Severe injuries to lower legs. Foot later surgically amputated.,N,"Tiger shark, 7'",bite,m
2015.10.13,13-Oct-2015,2015.0,Boating,USA,California,Kayak Fishing,M,,"No injury, shark rammed kayak repeatedly",N,Hammerhead sp.,no injury,m
2015.10.09.b,09-Oct-2015,2015.0,Unprovoked,USA,South Carolina,Boogie boarding,F,9,Laceration to forearm,N,,bite,f
2015.10.09.a,09-Oct-2015,2015.0,Unprovoked,USA,Hawaii,Surfing,M,25,"Left leg severed below the knee, defense injuries to left hand",N,"Tiger shark, 13' ",bite,m
2015.10.08,08-Oct-2015,2015.0,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing,M,,"Arm severely injured, surgically amputated",N,,bite,m
2015.10.07,07-Oct-2015,2015.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,18,Foot injured,N,,bite,m
