clean_date,country,age_2,sex,injury,fatal,activity_verb2
May,USA,,M,"Lacerations to lower left leg, ankle & foot",N,swimming
May,AUSTRALIA,,M,Injuries to left arm & right hand,N,surfing
May,SOUTH AFRICA,29.0,M,"Injuries to leg, left arm & both hands",N,swimming
April,USA,65.0,F,FATAL,Y,swimming
April,USA,63.0,M,Lacerations to left calf,N,Close to the water
April,AUSTRALIA,26.0,M,Leg severed at mid-thigh,N,surfing
June,AUSTRALIA,71.0,M,"No injury, knocked off ski",N,vessel related
April,USA,48.0,M,Lacerations to shoulder and left bicep,N,other activity
April,REUNION,13.0,M,FATAL,Y,surfing
April,AUSTRALIA,,M,Ankle injured,N,surfing
April,USA,70.0,M,Injuries to head & torso,N,fishing
March,ITALY,43.0,M,"FATAL, but shark involvement prior to death unconfirmed",,swimming
March,BRAZIL,23.0,M,Injury to left thigh from unidentified species of fish; injuries inconsistent with shark bite,,surfing
March,SOUTH AFRICA,36.0,M,No injury but kayak bitten,N,fishing
March,EGYPT,52.0,M,FATAL,Y,swimming
March,USA,58.0,M,Lacerations to left forearm. Lacerations to left hand and thigh,N,swimming
March,FRENCH POLYNESIA,9.0,M,Hand bitten,N,other activity
March,AUSTRALIA,,M,Bruised in falling overboard as shark bumped boat,N,fishing
March,MEXICO,36.0,M,Right hand bitten by hooked shark PROVOKED INCIDENT,N,fishing
March,FRENCH POLYNESIA,,M,Thigh bitten,N,Close to the water
February,ATLANTIC OCEAN,,,"No injury, shark bit rudder",N,vessel related
February,REUNION,22.0,F,FATAL,Y,swimming
February,AUSTRALIA,41.0,M,FATAL,Y,surfing
February,AUSTRALIA,35.0,M,Laceration & puncture wounds to right flank & hip,N,surfing
February,AUSTRALIA,,M,5 minor puncture wounds to lower left leg,N,surfing
January,AUSTRALIA,57.0,M,"No injury, shark's teeth scratched hull",N,vessel related
January,USA,20.0,M,Lacerations to calf by hooked shark PROVOKED INCIDENT,N,fishing
January,AUSTRALIA,,M,"No injury, surfboard dented",N,surfing
January,SOUTH AFRICA,24.0,M,Foot bitten,N,swimming
January,USA,,M,No injury but shark bit trolling motor & rammed boat,N,fishing
January,AUSTRALIA,,F,Board snapped in two,,surfing
January,AUSTRALIA,,M,"Shark bumped boat, no injury to occupants",N,fishing
January,AUSTRALIA,17.0,M,Bitten on hand & wrist,N,other activity
January,USA,38.0,M,"During his 16-hour swim to shore, he was circled by a shark but it did not injure him",,swimming
January,BAHAMAS,34.0,F,Severe bite to right flank,N,swimming
January,SOUTH AFRICA,15.0,M,"Lacerations to lower left leg, puncture wounds to sole of left foot",N,surfing
January,USA,12.0,M,Leg bitten,N,other activity
December,AUSTRALIA,,,Lacerations to both feet,N,surfing
December,AUSTRALIA,17.0,M,FATAL,Y,fishing
December,GREECE,,,"Of 9 bodies recovered, one was bitten by a shark",N,other activity
December,SOUTH AFRICA,,,Minor cuts on feet,,swimming
December,USA,50.0,M,Injury to hip/leg,N,surfing
December,AUSTRALIA,,M,Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT,N,fishing
December,JAPAN,,M,"No injury, shark snagged its teeth in diver's suit",N,swimming
December,AUSTRALIA,17.0,M,FATAL,Y,fishing
December,SPAIN,,M,Glancing bite to wrist from netted shark PROVOKED INCIDENT,N,fishing
November,AUSTRALIA,13.0,M,Minor injuries to right leg,N,surfing
November,MAURITIUS,39.0,M,"FATAL, arm bitten by shark hauled on deck             PROVOKED INCIDENT",Y,fishing
November,AUSTRALIA,,M,"Shark chasing fish bumped boat, no injury to occupants",N,fishing
November,USA,,,"Shark bumped boat, no injury to occupants",N,other activity
November,USA,44.0,M,Laceration to left hand,N,surfing
November,USA,53.0,M,Laceration to left upper leg,N,swimming
November,AUSTRALIA,,M,Minor injury to lower leg and foot,N,surfing
November,USA,18.0,M,Minor injuries to hand & arm ,N,surfing
October,USA,34.0,F,Lacerations to fingers,N,surfing
October,AUSTRALIA,20.0,M,Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT,N,surfing
October,USA,,F,"No injury, paddleboard bitten",N,surfing
October,USA,,M,"No injury, paddleboard bitten",N,surfing
October,USA,,F,"No injury to occupant, canoe bitten",N,vessel related
October,USA,,M,"No injury, surfboard bitten",N,surfing
October,AUSTRALIA,13.0,F,"Lacerations to left calf & ankle, puncture wounds to left foot",N,surfing
October,USA,7.0,F,Lacerations to left foot,N,Close to the water
October,USA,,F,Laceration to right hand/wrist,N,surfing
October,AUSTRALIA,,M,"Kayak deflated, no injury to occupants",N,vessel related
October,USA,29.0,M,Foot bitten,N,surfing
October,USA,40.0,F,Thigh bitten,N,fishing
October,USA,15.0,M,Foot bitten,N,surfing
October,USA,,M,"No injury to occupant, shark/s holded  kayak",N,vessel related
October,USA,,M,"No injury to occupant, shark/s holded  kayak",N,vessel related
October,USA,28.0,M,Lacerations to knee,N,surfing
October,AUSTRALIA,23.0,M,"Left arm & right hand severed, lacerations to both legs",N,surfing
September,USA,,M,Minor injury to left foot,N,surfing
September,FRENCH POLYNESIA,36.0,F,Thumb & finger nipped,N,other activity
September,USA,,M,"A hoax, no shark involvement",,surfing
September,AUSTRALIA,50.0,M,FATAL,Y,swimming
September,USA,43.0,M,Leg bitten,N,fishing
September,USA,,F,"No injury, shark bit kayak",N,vessel related
September,USA,52.0,M,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,N,fishing
September,SPAIN,16.0,M,Lacerations to right hand,N,other activity
August,USA,13.0,F,Injury to left calf,N,surfing
August,USA,17.0,M,Lacerations to shin,N,surfing
August,USA,,,Shark involvement not confirmed,,other activity
August,USA,33.0,M,Lacerations to foot by hooked shark PROVOKED INCIDENT,N,fishing
August,SPAIN,,F,Minor lacerations to posterior lower leg,N,swimming
August,USA,29.0,M,Laceration to left hand,N,surfing
August,USA,,F,Heel bitten,N,Close to the water
August,USA,,M,Lacerations to forearm from hooked shark PROVOKED INCIDENT,N,fishing
August,USA,,,Laceration to left foot,N,surfing
August,AUSTRALIA,31.0,M,Lacerations to face and neck,N,fishing
August,USA,,M,Puncture wounds and lacerations to left thigh and knee,N,Close to the water
August,USA,26.0,M,Puncture wounds & lacerations to foot,N,other activity
August,BAHAMAS,,M,Puncture wounds to right foot and ankle,N,fishing
August,USA,10.0,F,Puncture wounds to right foot & ankle,N,swimming
August,USA,7.0,M,Minor lacerations to left heel and big toe,N,swimming
August,USA,10.0,M,Lacerations to right leg & foot,N,surfing
August,USA,45.0,F,Lacerations to  foot,N,swimming
August,USA,,M,Foot bitten,N,surfing
August,USA,8.0,M,Laceration to ankle,N,surfing
August,SOUTH AFRICA,20.0,M,Lower limbs & thigh bitten,N,surfing
August,,,M,Shark involvement prior to death not confirmed,,other activity
July,USA,,M,Left foot bitten,N,swimming
July,REUNION,51.0,M,Lacerations to right wrist & calf,N,surfing
July,USA,8.0,M,Lacerations to right knee,N,Close to the water
July,SPAIN,,,Minor injury,N,Close to the water
July,USA,61.0,M,Lacerations to left foot,N,swimming
July,USA,39.0,M,Puncture wounds to foot,N,swimming
July,BAHAMAS,63.0,M,"Missing after a dive, shark involvement considered probable, but not confirmed",,swimming
July,USA,,M,Lacerations to hand and wrist,N,surfing
July,USA,14.0,M,Lacerations to foot,N,surfing
July,USA,,M,PROVOKED INCIDENT Torso bitten by shark hooked by an angler,N,swimming
July,USA,,M,"No injury, surboard bitten",N,surfing
July,USA,19.0,M,Right hand bitten,N,surfing
June,ST. MARTIN,48.0,M,His boat was holed by a shark,N,vessel related
June,BAHAMAS,42.0,M,No injury but shark took his pole spear,N,fishing
June,AUSTRALIA,,M,"No injury, surfboard 'attacked'",N,surfing
June,AUSTRALIA,15.0,M,Lacerations to knee,N,surfing
June,AUSTRALIA,,M,Lacerations to right hand by captive shark PROVOKED INCIDENT,N,other activity
June,BRAZIL,43.0,M,Severe injury to arm,N,fishing
June,USA,16.0,M,"Abrasion to right hand, lacerations to left forearm",N,Close to the water
June,AUSTRALIA,39.0,M,Minor injury to torso,N,surfing
June,JAPAN,43.0,M,Left arm bitten,N,surfing
June,USA,14.0,F,Shallow lacerations & puncture wounds below shoulder,N,Close to the water
June,USA,22.0,F,Laceration to right lower leg,N,swimming
June,AUSTRALIA,,M,Lacerations & puncture wounds to ankle and foot,N,surfing
June,USA,37.0,F,Laceration to left hand,N,other activity
May,AUSTRALIA,29.0,F,Lacerations to legs,N,other activity
May,FRANCE,,M,Lacerations to left thigh and hip,N,swimming
May,AUSTRALIA,10.0,M,Cut to tip of finger by a captive shark PROVOKED INCIDENT,N,other activity
May,USA,38.0,F,Calf bitten,N,surfing
May,AUSTRALIA,35.0,M,"No injury, but surfboard severely damaged",N,surfing
May,USA,44.0,F,Lacerations and puncture wounds to right foot,N,Close to the water
May,USA,12.0,M,Puncture wounds to right thigh,N,surfing
May,USA,,M,"No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear",,swimming
May,USA,40.0,F,Lacerations to left foot,N,swimming
May,SOUTH AFRICA,,,4-inch laceration to arm,N,swimming
May,USA,23.0,M,Laceration to right hand and cuts on fingertips,N,surfing
April,AUSTRALIA,,M,Minor injury,N,fishing
April,USA,42.0,M,Laceration & puncture wounds to right foot,N,swimming
April,USA,25.0,M,Minor lacerations to left foot,N,Close to the water
April,SOUTH AFRICA,,,"No injury to occupants, shark bit pontoon",N,other activity
April,SOUTH AFRICA,,M,Lacerations to leg & hand by hooked shark PROVOKED INCIDENT,N,fishing
April,USA,,M,Minor puncture wounds to lower left leg,N,surfing
April,USA,,M,Lacerations to foot,N,surfing
April,AUSTRALIA,63.0,F,FATAL,Y,swimming
March,AUSTRALIA,38.0,M,Shark bites may have been post mortem,,swimming
March,SOUTH AFRICA,66.0,M,FATAL,Y,swimming
March,USA,,M,Lacerations to left forearm,N,surfing
March,USA,9.0,M,Lacerations to toes and heel of right foot,N,surfing
March,NEW CALEDONIA,42.0,M,Lacerations to calf,N,surfing
March,AUSTRALIA,42.0,M,Shark leapt onto surfboard; surfer uninjured ,N,surfing
March,AUSTRALIA,10.0,F,"Injuries to wrist/hand by a mackerel, not a shark",,other activity
March,AUSTRALIA,,M,Minor lacerations to foot,N,swimming
March,CAYMAN ISLANDS,,M,"Caribbean reef shark buzzed him. No injury, no attack. ",,swimming
March,USA,21.0,M,Lacerations to toes,N,surfing
February,FRENCH POLYNESIA,21.0,M,Lacerations to lower leg,N,surfing
February,PAPUA NEW GUINEA,21.0,M,"No injury to occupants, hull bitten",N,vessel related
February,AUSTRALIA,28.0,M,FATAL,Y,swimming
February,TRINIDAD & TOBAGO,,M,Possibly a PROVOKED INCIDENT,N,fishing
February,NEW ZEALAND,28.0,M,Lacerations to leg,N,surfing
January,AUSTRALIA,,M,Lacerations to ring and pinky fingers of his left hand by hooked shark PROVOKED INCIDENT,N,fishing
January,NEW ZEALAND,24.0,M,Minor injury to left lower leg & heel,N,fishing
January,JAPAN,31.0,M,5 cm bite to left foot,N,other activity
,USA,,M,"""Minor laceration to shoulder""",N,swimming
,NEW ZEALAND,,,"No injury to occupants, shark nudged and bit boat",N,other activity
December,NEW CALEDONIA,37.0,M,Leg bitten,N,swimming
December,SOUTH AFRICA,19.0,M,Injuries to left thigh,N,surfing
December,KIRIBATI,35.0,M,Severe injury to arm,N,fishing
December,USA,29.0,M,Lacerations to right hand & knee,N,surfing
December,USA,30.0,M,Right foot bitten,N,surfing
December,AUSTRALIA,26.0,M,"Puncture wounds to hand, laceration to leg",N,surfing
December,USA,57.0,M,FATAL,Y,fishing
November,AUSTRALIA,19.0,M,FATAL,Y,surfing
November,USA,58.0,F,Right calf bitten,N,swimming
November,AUSTRALIA,35.0,M,FATAL,Y,surfing
November,USA,25.0,M,"No injury, board bitten",N,surfing
November,AUSTRALIA,,M,"No injury, board bumped by shark",N,surfing
November,BAHAMAS,77.0,M,Injuries to arm & leg by hooked shark   PROVOKED INCIDENT,N,fishing
November,USA,16.0,M,"No injury, swim fin bitten",N,surfing
November,USA,,M,Foot bitten,N,surfing
October,USA,46.0,M,Severe bite to right calf & anklel,N,surfing
October,AUSTRALIA,60.0,F,Lacerations to right arm,N,swimming
October,REUNION,24.0,M,Right leg severed,N,surfing
October,AUSTRALIA,,M,"No injury, swim fin shredded",N,swimming
October,AUSTRALIA,41.0,M,Injuries to right foot,N,surfing
October,USA,45.0,M,"3"" laceration to left hip",N,swimming
October,USA,25.0,M,"No injury, shark bit surfboard",N,surfing
October,USA,6.0,M,Bitten on left calf & foot,N,Close to the water
October,SOUTH AFRICA,74.0,M,FATAL,Y,swimming
October,AUSTRALIA,55.0,M,"Injuries to torso, head and face",N,swimming
October,USA,45.0,M,Laceration to thigh,N,surfing
October,USA,12.0,M,Lacerations to  right forearm,N,Close to the water
September,USA,50.0,M,Lacerations to hand,N,surfing
September,ISRAEL,27.0,M,Hand bitten ,N,swimming
September,USA,7.0,M,Laceration and puncture wounds to ankle,N,Close to the water
September,USA,45.0,M,Lacerations to right foot,N,swimming
September,USA,,M,Lacerations to left foream,N,surfing
September,USA,21.0,M,Lacerations to right foot,N,swimming
September,USA,13.0,F,Heel bitten,N,surfing
September,USA,,F,No details,,other activity
September,USA,43.0,M,Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT,N,surfing
September,USA,25.0,M,"Minor injury, shin bitten",N,Close to the water
September,USA,17.0,M,Shoulder bitten,N,swimming
September,USA,3.0,M,Arm bitten by captive shark PROVOKED INCIDENT,N,other activity
September,BAHAMAS,,M,Leg injured,N,other activity
September,USA,9.0,M,Lacerations to left calf,N,other activity
August,BAHAMAS,,M,Lower left leg bitten,N,fishing
August,USA,,M,Foot bitten,N,swimming
August,USA,47.0,F,"Puncture wound to torso. Reported as a bite by a leopard shark, the tooth fragment appears to be that of a bony fish",,swimming
August,FRANCE,50.0,M,Laceration to right arm from hooked shark  PROVOKED INCIDENT,N,fishing
August,USA,11.0,F,Minor injury to left lower leg & heel,N,surfing
August,AUSTRALIA,,M,Lacerations to left forearm,N,other activity
August,USA,16.0,M,Lacerations to buttocks & thigh,N,surfing
August,USA,,F,"No injury, shark bumped surfboard",N,surfing
August,USA,20.0,F,FATAL,Y,swimming
August,USA,19.0,F,No injury & not on board. Board adrift when bitten by shark,N,surfing
August,USA,10.0,M,"No injury, shark became entangled in his surfboard leash",N,surfing
August,SOUTH AFRICA,,M,"Unknown, but survived",N,other activity
August,USA,17.0,M,Minor injury to foot & shin,N,fishing
July,USA,56.0,F,"Lacerations to hand, face and torso",N,swimming
July,USA,32.0,M,Foot bitten,N,swimming
July,BAHAMAS,40.0,M,Leg bitten,N,fishing
July,MEXICO,,F,Hip bitten,N,Close to the water
July,USA,18.0,M,Lower leg bitten,N,surfing
July,BAHAMAS,64.0,M,Bitten on left hand,N,other activity
July,BAHAMAS,50.0,M,Bitten on rear lower extremities,N,swimming
July,BRAZIL,18.0,F,FATAL,Y,swimming
July,USA,50.0,F,Lacerations and abrasions to foot and ankle,N,Close to the water
July,USA,,M,4 cuts to posterior calf,N,swimming
July,REUNION,15.0,F,FATAL,Y,swimming
July,DIEGO GARCIA,33.0,M,FATAL,Y,swimming
July,USA,63.0,F,Right foot bitten,N,Close to the water
July,SPAIN,48.0,M,"Scrape to right forearm. Frennet says inflicted by a blue shark, but authorities question shark involvement",,swimming
July,AUSTRALIA,29.0,M,"No injury, holes in wetsuit ",N,surfing
June,TAIWAN,,M,Right thigh bitten,N,fishing
June,JAMAICA,20.0,M,Probable drowning with post-mortem bites,,other activity
June,USA,,M,"No injury, kayak scratched",N,fishing
June,USA,,M,Lacerations to left foot,N,swimming
June,USA,14.0,M,"Bitten on lower right leg, reported as a minor injury",N,swimming
June,USA,28.0,M,Right thigh & calf bitten,N,swimming
June,USA,15.0,M,Left leg & hand bitten,N,swimming
June,SOUTH AFRICA,,M,Lacerations to knee,N,surfing
June,USA,,F,Lacerations to left ankle,N,surfing
June,USA,10.0,F,Puncture marks to hand,N,surfing
June,USA,58.0,M,Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT,N,fishing
June,AUSTRALIA,,M,"No injury, board damaged",N,surfing
May,USA,32.0,M,Lacerations to right hand,N,swimming
May,USA,11.0,M,Right foot bitten,N,swimming
May,BRAZIL,41.0,M,FATAL,Y,other activity
May,PALESTINIAN TERRITORIES,30.0,M,Two fingers lost PROVOKED INCIDENT,N,fishing
May,ECUADOR,29.0,M,Superficial injury to left calf,N,surfing
May,USA,42.0,M,Shark bites were post-mortem,,surfing
May,REUNION,36.0,M,FATAL,Y,surfing
May,USA,16.0,M,Lacerations to left foot and ankle,N,surfing
April,AUSTRALIA,,M,Foot bitten by landed shark PROVOKED INCIDENT,N,fishing
April,MEXICO,34.0,F,Avulsion injury  to lower right leg,N,swimming
April,AUSTRALIA,51.0,M,Puncture wounds and lacerations to both legs,N,fishing
April,USA,9.0,M,Lacerations to right foot,N,other activity
April,SOUTH AFRICA,,M,"""Light scratch on hand/wrist area""",N,swimming
April,USA,21.0,M,Minor lacerations to right hand,N,surfing
April,GUAM,40.0,M,FATAL,Y,other activity
April,FRENCH POLYNESIA,53.0,M,"Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds",N,surfing
April,USA,50.0,M,Lacerations to hand,N,swimming
April,AUSTRALIA,24.0,M,Disappeared. No evidence that he was taken by a shark,,other activity
April,USA,58.0,M,Right thigh bitten,N,surfing
March,AUSTRALIA,47.0,M,Never happened; it was a  hoax,,surfing
March,SEYCHELLES,34.0,M,Lacerations to left foot,N,swimming
March,BELIZE,,F,Toe injured,N,swimming
March,BAHAMAS,50.0,M,Left foot bitten,N,fishing
March,SOUTH AFRICA,30.0,M,Lacerations to left calf and heel from hooked shark PROVOKED INCIDENT,N,fishing
March,SOUTH AFRICA,,M,"No injury, surfboard bitten",N,surfing
March,JAMAICA,68.0,M,FATAL,Y,fishing
March,AUSTRALIA,28.0,M,Laceration to left hand,N,fishing
March,PHILIPPINES,27.0,M,Minor leg injuries,N,swimming
March,SOUTH AFRICA,39.0,M,Injuries to arms & hands,N,swimming
February,NEW ZEALAND,46.0,M,FATAL,Y,swimming
February,USA,,,Lacerations to right leg,N,surfing
February,USA,,M,"No injury, shark bit rail of foam board",N,surfing
February,USA,16.0,M,Lacerations to right hand,N,surfing
February,FRENCH POLYNESIA,48.0,M,Lacerations to right arm & thigh,N,swimming
February,JAMAICA,18.0,M,Knee bitten,N,other activity
January,AUSTRALIA,,M,"No injury to occupants, shark bit propeller",N,fishing
